ANNOTATION_ID,NID,NAME,SPECIES,SEX,AGE_MONTHS,EXEMPLAR_FLAG,IMAGE_QUALITY,IMAGE_YAW
9151,90,NNP_GIRM_0068,giraffe_masai,Male,juveniles- two year old,0,ok,left,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0"
13248,1359,IBEIS_PZ_1086,zebra_plains,Female,adult,0,poor,backright,"NNP GZC Car '9WHITE', Person 'A'"
13249,792,IBEIS_PZ_0519,zebra_plains,Female,adult,0,good,left,"NNP GZC Car '9WHITE', Person 'A'"
17347,2029,IBEIS_PZ_1756,zebra_plains,UNKNOWN SEX,infant,1,ok,left,"NNP GZC Car '6RED', Person 'B'"
17348,1859,IBEIS_PZ_1586,zebra_plains,Male,juveniles- two year old,0,good,left,"NNP GZC Car '6RED', Person 'B'"
17349,1868,IBEIS_PZ_1595,zebra_plains,Female,adult,0,ok,left,"NNP GZC Car '6RED', Person 'B'"
13254,1371,IBEIS_PZ_1098,zebra_plains,UNKNOWN SEX,infant,0,junk,left,"NNP GZC Car '9WHITE', Person 'A'"
13257,1357,IBEIS_PZ_1084,zebra_plains,UNKNOWN SEX,infant,0,ok,right,"NNP GZC Car '9WHITE', Person 'A'"
13258,1362,IBEIS_PZ_1089,zebra_plains,UNKNOWN SEX,infant,0,ok,right,"NNP GZC Car '9WHITE', Person 'A'"
9164,172,NNP_GIRM_0119,giraffe_masai,Female,adult,0,good,left,"NNP GZC Car '12WHITE', Person 'A'"
13261,1358,IBEIS_PZ_1085,zebra_plains,UNKNOWN SEX,adult,0,ok,right,"NNP GZC Car '9WHITE', Person 'A'"
9167,-9167,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '12WHITE', Person 'A'"
9168,23,NNP_GIRM_0019,giraffe_masai,Male,adult,0,ok,left,"NNP GZC Car '12WHITE', Person 'A'"
9169,-9169,____,giraffe_masai,UNKNOWN NAME,infant,0,excellent,right,"NNP GZC Car '12WHITE', Person 'A'"
17363,-17363,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '6RED', Person 'B'"
13268,1758,IBEIS_PZ_1485,zebra_plains,UNKNOWN SEX,infant,1,good,frontleft,"NNP GZC Car '12WHITE', Person 'A'"
13269,-13269,____,zebra_plains,UNKNOWN NAME,infant,0,excellent,right,"NNP GZC Car '12WHITE', Person 'A'"
13270,-13270,____,zebra_plains,UNKNOWN NAME,infant,0,excellent,right,"NNP GZC Car '12WHITE', Person 'A'"
13271,-13271,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '12WHITE', Person 'A'"
13272,1168,IBEIS_PZ_0895,zebra_plains,Female,adult,1,good,left,"NNP GZC Car '12WHITE', Person 'A'"
13274,-13274,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '12WHITE', Person 'A'"
13276,-13276,____,zebra_plains,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '12WHITE', Person 'A'"
13277,-13277,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '12WHITE', Person 'A'"
13278,1175,IBEIS_PZ_0902,zebra_plains,Female,juveniles- two year old,0,ok,left,"NNP GZC Car '12WHITE', Person 'A'"
13279,984,IBEIS_PZ_0711,zebra_plains,Female,juveniles- two year old,0,good,left,"NNP GZC Car '12WHITE', Person 'A'"
9184,49,NNP_GIRM_0037,giraffe_masai,Female,juveniles- two year old,0,good,left,"NNP GZC Car '11WHITE', Person 'A'"
13281,1716,IBEIS_PZ_1443,zebra_plains,UNKNOWN SEX,infant,1,ok,left,"NNP GZC Car '12WHITE', Person 'A'"
13283,1755,IBEIS_PZ_1482,zebra_plains,UNKNOWN SEX,infant,1,good,left,"NNP GZC Car '12WHITE', Person 'A'"
13284,1765,IBEIS_PZ_1492,zebra_plains,UNKNOWN SEX,adult,1,ok,left,"NNP GZC Car '12WHITE', Person 'A'"
13285,-13285,____,zebra_plains,UNKNOWN NAME,infant,0,excellent,right,"NNP GZC Car '12WHITE', Person 'A'"
13287,-13287,____,zebra_plains,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '12WHITE', Person 'A'"
13288,1764,IBEIS_PZ_1491,zebra_plains,Male,adult,1,good,left,"NNP GZC Car '12WHITE', Person 'A'"
13289,-13289,____,zebra_plains,UNKNOWN NAME,infant,0,excellent,right,"NNP GZC Car '12WHITE', Person 'A'"
13290,-13290,____,zebra_plains,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '12WHITE', Person 'A'"
13291,-13291,____,zebra_plains,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '12WHITE', Person 'A'"
13292,-13292,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '12WHITE', Person 'A'"
13293,-13293,____,zebra_plains,UNKNOWN NAME,infant,0,excellent,right,"NNP GZC Car '12WHITE', Person 'A'"
13295,1762,IBEIS_PZ_1489,zebra_plains,UNKNOWN SEX,infant,1,good,frontleft,"NNP GZC Car '12WHITE', Person 'A'"
13296,-13296,____,zebra_plains,UNKNOWN NAME,infant,0,good,backright,"NNP GZC Car '12WHITE', Person 'A'"
13297,1763,IBEIS_PZ_1490,zebra_plains,UNKNOWN SEX,infant,1,good,left,"NNP GZC Car '12WHITE', Person 'A'"
13298,1756,IBEIS_PZ_1483,zebra_plains,UNKNOWN SEX,infant,1,good,left,"NNP GZC Car '12WHITE', Person 'A'"
13299,1753,IBEIS_PZ_1480,zebra_plains,UNKNOWN SEX,infant,1,good,left,"NNP GZC Car '12WHITE', Person 'A'"
9726,-9726,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,right,"NNP GZC Car '1BLUE', Person 'A'"
13302,1027,IBEIS_PZ_0754,zebra_plains,Male,adult,1,good,left,"NNP GZC Car '12WHITE', Person 'A'"
13303,-13303,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '12WHITE', Person 'A'"
9208,-9208,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '1PURPLE', Person 'D'"
9209,-9209,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '1PURPLE', Person 'D'"
13306,-13306,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '12WHITE', Person 'A'"
13823,2138,IBEIS_PZ_1865,zebra_plains,UNKNOWN SEX,infant,1,ok,left,"NNP GZC Car '4RED', Person 'A'"
13308,-13308,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '12WHITE', Person 'A'"
13309,-13309,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '12WHITE', Person 'A'"
13310,1269,IBEIS_PZ_0996,zebra_plains,Female,juveniles- two year old,1,good,left,"NNP GZC Car '12WHITE', Person 'A'"
13311,-13311,____,zebra_plains,UNKNOWN NAME,infant,0,excellent,right,"NNP GZC Car '12WHITE', Person 'A'"
9216,-9216,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '11WHITE', Person 'A'"
13313,-13313,____,zebra_plains,UNKNOWN NAME,infant,0,ok,frontright,"NNP GZC Car '12WHITE', Person 'A'"
9218,51,NNP_GIRM_0038,giraffe_masai,Female,juveniles- two year old,0,ok,frontleft,"NNP GZC Car '11WHITE', Person 'A'"
13315,1283,IBEIS_PZ_1010,zebra_plains,Female,adult,1,good,left,"NNP GZC Car '12WHITE', Person 'A'"
13316,-13316,____,zebra_plains,UNKNOWN NAME,infant,0,excellent,right,"NNP GZC Car '12WHITE', Person 'A'"
13317,1306,IBEIS_PZ_1033,zebra_plains,UNKNOWN SEX,infant,1,ok,left,"NNP GZC Car '12WHITE', Person 'A'"
13319,1759,IBEIS_PZ_1486,zebra_plains,UNKNOWN SEX,adult,1,ok,left,"NNP GZC Car '12WHITE', Person 'A'"
13320,1754,IBEIS_PZ_1481,zebra_plains,Male,adult,1,good,left,"NNP GZC Car '12WHITE', Person 'A'"
12460,646,IBEIS_PZ_0373,zebra_plains,Female,adult,0,poor,left,"NNP GZC Car '2WHITE', Person 'A'"
13322,-13322,____,zebra_plains,UNKNOWN NAME,infant,0,excellent,right,"NNP GZC Car '12WHITE', Person 'A'"
13323,-13323,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '12WHITE', Person 'A'"
13324,1757,IBEIS_PZ_1484,zebra_plains,Female,juveniles- two year old,1,excellent,left,"NNP GZC Car '12WHITE', Person 'A'"
13325,1137,IBEIS_PZ_0864,zebra_plains,Female,juveniles- two year old,1,good,left,"NNP GZC Car '12WHITE', Person 'A'"
9230,-9230,____,giraffe_masai,UNKNOWN NAME,infant,0,good,left,"NNP GZC Car '11WHITE', Person 'A'"
13327,2130,IBEIS_PZ_1857,zebra_plains,Male,adult,1,ok,left,"NNP GZC Car '17WHITE', Person 'A'"
13331,-13331,____,zebra_plains,UNKNOWN NAME,infant,0,junk,frontleft,"NNP GZC Car '17WHITE', Person 'A'"
9236,-9236,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,right,"NNP GZC Car '1PURPLE', Person 'B'"
12462,674,IBEIS_PZ_0401,zebra_plains,Female,juveniles- two year old,0,ok,left,"NNP GZC Car '2WHITE', Person 'A'"
13336,-13336,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '17WHITE', Person 'A'"
13338,-13338,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '17WHITE', Person 'A'"
12463,1117,IBEIS_PZ_0844,zebra_plains,Female,adult,0,poor,left,"NNP GZC Car '2WHITE', Person 'A'"
13342,2131,IBEIS_PZ_1858,zebra_plains,Female,infant,1,ok,left,"NNP GZC Car '17WHITE', Person 'A'"
17439,-17439,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '6RED', Person 'B'"
17440,-17440,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '6RED', Person 'B'"
10416,310,IBEIS_PZ_0037,zebra_plains,Male,adult,0,good,left,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0"
13347,2128,IBEIS_PZ_1855,zebra_plains,Male,juveniles - one year old,0,ok,left,"NNP GZC Car '17WHITE', Person 'A'"
9252,-9252,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,back,"NNP GZC Car '1PURPLE', Person 'B'"
9253,-9253,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,right,"NNP GZC Car '9WHITE', Person 'A'"
13351,-13351,____,zebra_plains,UNKNOWN NAME,infant,0,junk,right,"NNP GZC Car '17WHITE', Person 'A'"
17083,1947,IBEIS_PZ_1674,zebra_plains,Female,adult,0,ok,left,"NNP GZC Car '1RED', Person 'B'"
11101,785,IBEIS_PZ_0512,zebra_plains,Female,adult,0,ok,frontleft,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6"
17456,2069,IBEIS_PZ_1796,zebra_plains,Female,adult,1,ok,left,"NNP GZC Car '6RED', Person 'B'"
13361,-13361,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '17WHITE', Person 'A'"
9266,-9266,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '17WHITE', Person 'A'"
13364,-13364,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '17WHITE', Person 'A'"
9269,253,NNP_GIRM_0149,giraffe_masai,Male,juveniles - one year old,1,ok,frontleft,"NNP GZC Car '4RED', Person 'A'"
9270,-9270,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,frontleft,"NNP GZC Car '4RED', Person 'A'"
9271,-9271,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '4RED', Person 'A'"
13368,-13368,____,zebra_plains,UNKNOWN NAME,infant,0,poor,right,"NNP GZC Car '17WHITE', Person 'A'"
18612,-18612,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '2RED', Person 'C'"
9274,-9274,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,frontleft,"NNP GZC Car '4RED', Person 'A'"
13371,2130,IBEIS_PZ_1857,zebra_plains,Male,adult,0,ok,left,"NNP GZC Car '17WHITE', Person 'A'"
9278,-9278,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,right,"NNP GZC Car '4RED', Person 'A'"
9279,-9279,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,right,"NNP GZC Car '4RED', Person 'A'"
13381,-13381,____,zebra_plains,UNKNOWN NAME,infant,0,poor,backleft,"NNP GZC Car '17WHITE', Person 'A'"
13383,-13383,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '17WHITE', Person 'A'"
13384,2129,IBEIS_PZ_1856,zebra_plains,Female,adult,0,ok,left,"NNP GZC Car '17WHITE', Person 'A'"
13385,1834,IBEIS_PZ_1561,zebra_plains,Male,adult,1,excellent,left,"NNP GZC Car '10WHITE', Person 'A'"
9311,-9311,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '7WHITE', Person 'B'"
9291,207,NNP_GIRM_0137,giraffe_masai,Female,adult,1,good,left,"NNP GZC Car '5WHITE', Person 'A'"
13389,-13389,____,zebra_plains,UNKNOWN NAME,infant,0,poor,backright,"NNP GZC Car '10WHITE', Person 'A'"
9294,29,NNP_GIRM_0024,giraffe_masai,Female,adult,1,excellent,left,"NNP GZC Car '5WHITE', Person 'A'"
18313,1887,IBEIS_PZ_1614,zebra_plains,Female,adult,0,good,left,"NNP GZC Car '2RED', Person 'C'"
16568,-16568,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '8WHITE', Person 'A'"
13396,-13396,____,zebra_plains,UNKNOWN NAME,infant,0,poor,frontright,"NNP GZC Car '10WHITE', Person 'A'"
13397,-13397,____,zebra_plains,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '10WHITE', Person 'A'"
13398,-13398,____,zebra_plains,UNKNOWN NAME,infant,0,poor,backleft,"NNP GZC Car '10WHITE', Person 'A'"
13399,-13399,____,zebra_plains,UNKNOWN NAME,infant,0,good,backleft,"NNP GZC Car '10WHITE', Person 'A'"
13401,-13401,____,zebra_plains,UNKNOWN NAME,infant,0,poor,backright,"NNP GZC Car '10WHITE', Person 'A'"
13402,-13402,____,zebra_plains,UNKNOWN NAME,infant,0,ok,backright,"NNP GZC Car '10WHITE', Person 'A'"
9307,-9307,____,giraffe_masai,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '7WHITE', Person 'B'"
13404,-13404,____,zebra_plains,UNKNOWN NAME,infant,0,poor,right,"NNP GZC Car '10WHITE', Person 'A'"
13406,-13406,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '10WHITE', Person 'A'"
13407,-13407,____,zebra_plains,UNKNOWN NAME,infant,0,ok,frontright,"NNP GZC Car '10WHITE', Person 'A'"
13408,-13408,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '10WHITE', Person 'A'"
17506,2071,IBEIS_PZ_1798,zebra_plains,UNKNOWN SEX,infant,1,ok,left,"NNP GZC Car '6RED', Person 'B'"
17507,-17507,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '6RED', Person 'B'"
9316,212,NNP_GIRM_0141,giraffe_masai,Male,adult,1,ok,frontleft,"NNP GZC Car '7WHITE', Person 'B'"
13415,-13415,____,zebra_plains,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '10WHITE', Person 'A'"
13417,-13417,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '10WHITE', Person 'A'"
9323,-9323,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,back,"NNP GZC Car '10WHITE', Person 'A'"
9325,-9325,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,frontright,"NNP GZC Car '10WHITE', Person 'A'"
13422,-13422,____,zebra_plains,UNKNOWN NAME,infant,0,ok,backright,"NNP GZC Car '10WHITE', Person 'A'"
13425,-13425,____,zebra_plains,UNKNOWN NAME,infant,0,excellent,backleft,"NNP GZC Car '10WHITE', Person 'A'"
15891,1655,IBEIS_PZ_1382,zebra_plains,Male,adult,0,ok,backleft,"NNP GZC Car '15WHITE', Person 'A'"
13429,-13429,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '10WHITE', Person 'A'"
9334,-9334,____,giraffe_masai,UNKNOWN NAME,infant,0,excellent,right,"NNP GZC Car '10WHITE', Person 'A'"
9336,210,NNP_GIRM_0140,giraffe_masai,Female,adult,0,ok,left,"NNP GZC Car '10WHITE', Person 'A'"
15892,1651,IBEIS_PZ_1378,zebra_plains,Male,adult,0,ok,backleft,"NNP GZC Car '15WHITE', Person 'A'"
13434,-13434,____,zebra_plains,UNKNOWN NAME,infant,0,ok,frontright,"NNP GZC Car '10WHITE', Person 'A'"
9340,-9340,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,front,"NNP GZC Car '10WHITE', Person 'A'"
9341,-9341,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,right,"NNP GZC Car '13WHITE', Person 'B'"
13438,-13438,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '10WHITE', Person 'A'"
13439,-13439,____,zebra_plains,UNKNOWN NAME,infant,0,ok,backright,"NNP GZC Car '10WHITE', Person 'A'"
17536,-17536,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '6RED', Person 'B'"
13441,1659,IBEIS_PZ_1386,zebra_plains,Female,juveniles - one year old,0,ok,frontleft,"NNP GZC Car '10WHITE', Person 'A'"
9346,146,NNP_GIRM_0105,giraffe_masai,Female,adult,1,good,left,"NNP GZC Car '13WHITE', Person 'B'"
9347,-9347,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,back,"NNP GZC Car '13WHITE', Person 'B'"
9348,-9348,____,giraffe_masai,UNKNOWN NAME,infant,0,good,backright,"NNP GZC Car '13WHITE', Person 'B'"
9349,-9349,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,right,"NNP GZC Car '13WHITE', Person 'B'"
13447,-13447,____,zebra_plains,UNKNOWN NAME,infant,0,good,backright,"NNP GZC Car '10WHITE', Person 'A'"
13814,747,IBEIS_PZ_0474,zebra_plains,Male,adult,1,ok,left,"NNP GZC Car '5WHITE', Person 'A'"
9354,-9354,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,right,"NNP GZC Car '13WHITE', Person 'B'"
13847,-13847,____,zebra_plains,UNKNOWN NAME,infant,0,ok,backleft,"NNP GZC Car '4RED', Person 'A'"
13452,-13452,____,zebra_plains,UNKNOWN NAME,infant,0,ok,backright,"NNP GZC Car '10WHITE', Person 'A'"
13454,1835,IBEIS_PZ_1562,zebra_plains,UNKNOWN SEX,adult,1,ok,frontleft,"NNP GZC Car '10WHITE', Person 'A'"
13456,-13456,____,zebra_plains,UNKNOWN NAME,infant,0,good,right,"NNP GZC Car '10WHITE', Person 'A'"
9361,74,NNP_GIRM_0055,giraffe_masai,Female,adult,0,good,left,"NNP GZC Car '13WHITE', Person 'B'"
13458,-13458,____,zebra_plains,UNKNOWN NAME,infant,0,ok,front,"NNP GZC Car '10WHITE', Person 'A'"
9365,225,NNP_GIRM_0142,giraffe_masai,Male,adult,1,ok,left,"NNP GZC Car '13WHITE', Person 'B'"
9366,-9366,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '13WHITE', Person 'B'"
9371,-9371,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '13WHITE', Person 'B'"
9372,-9372,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '13WHITE', Person 'B'"
17565,2084,IBEIS_PZ_1811,zebra_plains,Female,adult,1,ok,left,"NNP GZC Car '6RED', Person 'B'"
13470,716,IBEIS_PZ_0443,zebra_plains,Female,adult,0,ok,left,"NNP GZC Car '5WHITE', Person 'A'"
9375,-9375,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '13WHITE', Person 'B'"
9376,74,NNP_GIRM_0055,giraffe_masai,Female,adult,0,ok,left,"NNP GZC Car '13WHITE', Person 'B'"
13473,1456,IBEIS_PZ_1183,zebra_plains,UNKNOWN SEX,infant,0,junk,left,"NNP GZC Car '5WHITE', Person 'A'"
13478,1423,IBEIS_PZ_1150,zebra_plains,Female,juveniles- two year old,1,good,left,"NNP GZC Car '5WHITE', Person 'A'"
17581,-17581,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '6RED', Person 'B'"
9390,-9390,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '13WHITE', Person 'B'"
9393,60,NNP_GIRM_0046,giraffe_masai,Male,adult,0,good,left,"NNP GZC Car '13WHITE', Person 'B'"
17586,-17586,____,zebra_plains,UNKNOWN NAME,infant,0,poor,backleft,"NNP GZC Car '6RED', Person 'B'"
9398,-9398,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '13WHITE', Person 'B'"
9399,-9399,____,giraffe_masai,UNKNOWN NAME,infant,0,excellent,right,"NNP GZC Car '13WHITE', Person 'B'"
13500,1722,IBEIS_PZ_1449,zebra_plains,UNKNOWN SEX,infant,1,ok,left,"NNP GZC Car '5WHITE', Person 'A'"
18634,-18634,____,zebra_plains,UNKNOWN NAME,infant,0,ok,backleft,"NNP GZC Car '2RED', Person 'D'"
9406,-9406,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '15WHITE', Person 'D'"
9407,-9407,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,right,"NNP GZC Car '15WHITE', Person 'C'"
9408,-9408,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,front,"NNP GZC Car '15WHITE', Person 'C'"
9410,-9410,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '15WHITE', Person 'C'"
18635,-18635,____,zebra_plains,UNKNOWN NAME,infant,0,junk,left,"NNP GZC Car '2RED', Person 'D'"
13511,338,IBEIS_PZ_0065,zebra_plains,Male,adult,0,ok,left,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
13512,352,IBEIS_PZ_0079,zebra_plains,Female,adult,0,ok,left,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
13513,348,IBEIS_PZ_0075,zebra_plains,Male,adult,1,good,left,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
9418,-9418,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,frontright,"NNP GZC Car '15WHITE', Person 'A'"
9419,-9419,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,right,"NNP GZC Car '15WHITE', Person 'A'"
9421,234,NNP_GIRM_0143,giraffe_masai,Female,adult,0,good,left,"NNP GZC Car '15WHITE', Person 'A'"
9422,-9422,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,frontleft,"NNP GZC Car '15WHITE', Person 'A'"
13521,1398,IBEIS_PZ_1125,zebra_plains,Male,adult,1,excellent,left,"NNP GZC Car '5WHITE', Person 'A'"
9431,-9431,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '15WHITE', Person 'D'"
9432,-9432,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,front,"NNP GZC Car '15WHITE', Person 'A'"
9433,-9433,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,front,"NNP GZC Car '15WHITE', Person 'A'"
9725,-9725,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '1BLUE', Person 'A'"
9438,273,NNP_GIRM_0151,giraffe_masai,Male,adult,0,ok,left,"NNP GZC Car '15WHITE', Person 'C'"
9439,234,NNP_GIRM_0143,giraffe_masai,Female,adult,0,good,left,"NNP GZC Car '15WHITE', Person 'D'"
9440,-9440,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,frontleft,"NNP GZC Car '15WHITE', Person 'D'"
9442,234,NNP_GIRM_0143,giraffe_masai,Female,adult,0,ok,frontleft,"NNP GZC Car '15WHITE', Person 'A'"
13539,1942,IBEIS_PZ_1669,zebra_plains,Male,adult,0,ok,left,"NNP GZC Car '5WHITE', Person 'A'"
9445,-9445,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,right,"NNP GZC Car '15WHITE', Person 'C'"
9446,-9446,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,right,"NNP GZC Car '15WHITE', Person 'C'"
9447,-9447,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,right,"NNP GZC Car '15WHITE', Person 'C'"
9448,-9448,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,front,"NNP GZC Car '15WHITE', Person 'D'"
17276,-17276,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '1RED', Person 'B'"
17646,-17646,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '6RED', Person 'B'"
10544,341,IBEIS_PZ_0068,zebra_plains,Male,infant,0,ok,left,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0"
9457,273,NNP_GIRM_0151,giraffe_masai,Male,adult,0,ok,left,"NNP GZC Car '15WHITE', Person 'C'"
17650,-17650,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '6RED', Person 'B'"
9461,-9461,____,giraffe_masai,UNKNOWN NAME,infant,0,junk,frontright,"NNP GZC Car '15WHITE', Person 'C'"
13562,-13562,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '7WHITE', Person 'B'"
9467,234,NNP_GIRM_0143,giraffe_masai,Female,adult,0,good,frontleft,"NNP GZC Car '15WHITE', Person 'A'"
9478,234,NNP_GIRM_0143,giraffe_masai,Female,adult,0,good,left,"NNP GZC Car '15WHITE', Person 'A'"
9479,-9479,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,frontright,"NNP GZC Car '15WHITE', Person 'A'"
13577,-13577,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '7WHITE', Person 'B'"
17676,-17676,____,zebra_plains,UNKNOWN NAME,infant,0,poor,left,"NNP GZC Car '6RED', Person 'B'"
17680,2059,IBEIS_PZ_1786,zebra_plains,UNKNOWN SEX,infant,1,ok,frontleft,"NNP GZC Car '6RED', Person 'B'"
17681,2015,IBEIS_PZ_1742,zebra_plains,Male,adult,1,good,left,"NNP GZC Car '6RED', Person 'B'"
9490,-9490,____,giraffe_masai,UNKNOWN NAME,infant,0,ok,frontright,"NNP GZC Car '15WHITE', Person 'A'"
9492,273,NNP_GIRM_0151,giraffe_masai,Male,adult,0,ok,left,"NNP GZC Car '15WHITE', Person 'D'"
9493,-9493,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,back,"NNP GZC Car '15WHITE', Person 'D'"
9501,166,NNP_GIRM_0115,giraffe_masai,Male,juveniles - one year old,1,excellent,left,"NNP GZC Car '15WHITE', Person 'A'"
13599,1814,IBEIS_PZ_1541,zebra_plains,Female,adult,1,ok,left,"NNP GZC Car '7WHITE', Person 'B'"
9505,-9505,____,giraffe_masai,UNKNOWN NAME,infant,0,poor,front,"NNP GZC Car '15WHITE', Person 'A'"
9506,158,NNP_GIRM_0111,giraffe_masai,Male,adult,0,ok,backleft,"NNP GZC Car '1PURPLE', Person 'D'"
