GID,Shares,Not Shares,Total,Proportion,tags
5017,8,2,10,80.0,"['outdoor', 'grass', 'animal', 'sky', 'mammal', 'field', 'giraffe', 'standing', 'grassy', 'open']"
1045,8,2,10,80.0,"['tree', 'outdoor', 'grass', 'zebra', 'animal', 'mammal', 'standing', 'field']"
5022,8,2,10,80.0,"['giraffe', 'grass', 'outdoor', 'animal', 'mammal', 'sky', 'tree', 'field', 'standing', 'tall']"
1032,8,2,10,80.0,"['grass', 'sky', 'outdoor', 'animal', 'field', 'mammal', 'group', 'grassy', 'standing', 'herd']"
9333,8,2,10,80.0,"['grass', 'outdoor', 'animal', 'mammal', 'field', 'grassy']"
1073,8,2,10,80.0,"['outdoor', 'zebra', 'tree', 'sky', 'grass', 'ground', 'animal', 'mammal', 'walking', 'dirt']"
9174,8,2,10,80.0,"['giraffe', 'outdoor', 'grass', 'animal', 'field', 'mammal', 'green', 'grassy']"
1094,8,2,10,80.0,"['grass', 'outdoor', 'giraffe', 'tree', 'animal', 'mammal', 'sky', 'field', 'walking', 'tall', 'grassy']"
494,8,2,10,80.0,"['grass', 'outdoor', 'sky', 'animal', 'tree', 'mammal', 'field', 'standing', 'dry', 'grassy', 'brown']"
5228,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'dry', 'standing', 'brown', 'grassy', 'tall', 'open']"
4995,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'standing', 'dry', 'tall']"
5131,8,2,10,80.0,"['giraffe', 'outdoor', 'sky', 'tree', 'animal', 'grass', 'mammal', 'standing', 'field']"
499,8,2,10,80.0,"['tree', 'outdoor', 'giraffe', 'grass', 'sky', 'animal', 'mammal', 'field', 'standing', 'bushes']"
5142,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'antelope', 'standing', 'group', 'grassy', 'open']"
5460,8,2,10,80.0,"['giraffe', 'outdoor', 'tree', 'sky', 'grass', 'mammal', 'field', 'animal', 'standing', 'green', 'grassy']"
98,8,2,10,80.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'grassy']"
980,8,2,10,80.0,"['outdoor', 'tree', 'sky', 'giraffe', 'animal', 'standing', 'mammal', 'field']"
1005,8,2,10,80.0,"['grass', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'zebra', 'tall', 'grassy', 'dry']"
1092,8,2,10,80.0,"['tree', 'outdoor', 'sky', 'grass', 'animal', 'elephant', 'field', 'standing', 'mammal', 'tall']"
9058,8,2,10,80.0,"['grass', 'outdoor', 'field', 'zebra', 'animal', 'mammal', 'standing', 'tall', 'dry', 'brown', 'grassy']"
8809,8,2,10,80.0,"['outdoor', 'zebra', 'grass', 'ground', 'animal', 'mammal', 'laying', 'field']"
8796,8,2,10,80.0,"['water', 'outdoor', 'animal', 'mammal', 'zebra']"
5744,8,2,10,80.0,"['grass', 'outdoor', 'cow', 'field', 'animal', 'mammal', 'standing', 'bovine']"
5723,8,2,10,80.0,"['grass', 'outdoor', 'animal', 'field', 'mammal', 'herd', 'group', 'dry', 'wild']"
4814,8,2,10,80.0,"['giraffe', 'outdoor', 'grass', 'sky', 'tree', 'animal', 'mammal', 'field', 'walking', 'wild']"
4819,8,2,10,80.0,"['giraffe', 'outdoor', 'grass', 'sky', 'tree', 'animal', 'mammal', 'field', 'standing', 'walking', 'tall', 'wild', 'grassy']"
179,8,2,10,80.0,"['outdoor', 'grass', 'sky', 'rhinoceros', 'field', 'animal', 'mammal', 'elephant', 'grassy']"
4821,8,2,10,80.0,"['ground', 'outdoor', 'animal', 'mammal', 'herd', 'group']"
1766,8,2,10,80.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'standing', 'field', 'baby', 'adult']"
9120,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'dry', 'brown', 'group', 'grassy']"
5385,8,2,10,80.0,"['tree', 'outdoor', 'giraffe', 'sky', 'grass', 'animal', 'mammal', 'standing', 'eating', 'tall', 'wild', 'bushes', 'leaf']"
9035,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'animal', 'tree', 'mammal', 'field', 'standing', 'tall']"
5345,8,2,10,80.0,"['sky', 'outdoor', 'grass', 'ground', 'road', 'dirt', 'path']"
8521,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'brown', 'group', 'grassy']"
2320,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'dry', 'brown', 'standing', 'grassy', 'open']"
2322,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open']"
5765,8,2,10,80.0,"['grass', 'rhinoceros', 'outdoor', 'animal', 'mammal', 'field']"
449,8,2,10,80.0,"['grass', 'animal', 'outdoor', 'mammal', 'field']"
641,8,2,10,80.0,"['outdoor', 'tree', 'giraffe', 'sky', 'grass', 'way', 'dirt']"
5763,8,2,10,80.0,"['grass', 'animal', 'outdoor', 'rhinoceros', 'mammal', 'standing', 'field']"
6124,8,2,10,80.0,"['grass', 'outdoor', 'animal', 'giraffe', 'tree', 'mammal', 'field', 'standing', 'grassy']"
204,8,2,10,80.0,"['grass', 'outdoor', 'animal', 'sky', 'mammal', 'field', 'standing', 'grassy']"
462,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'standing', 'tree', 'field']"
6220,8,2,10,80.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing']"
4587,8,2,10,80.0,"['zebra', 'grass', 'outdoor', 'ground', 'sky', 'animal', 'mammal', 'herd', 'field']"
6139,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'sky', 'mammal', 'standing', 'grassy']"
453,8,2,10,80.0,"['tree', 'zebra', 'outdoor', 'grass', 'mammal', 'animal', 'standing', 'forest']"
8329,32,8,40,80.0,"['giraffe', 'tree', 'outdoor', 'sky', 'animal', 'standing', 'mammal', 'field']"
2120,8,2,10,80.0,"['tree', 'outdoor', 'grass', 'giraffe', 'animal', 'mammal', 'field', 'green', 'grassy']"
8257,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'open', 'grassy']"
1992,8,2,10,80.0,"['zebra', 'grass', 'outdoor', 'ground', 'animal', 'mammal', 'field', 'group']"
6,8,2,10,80.0,"['grass', 'outdoor', 'animal', 'field', 'sky', 'mammal', 'zebra', 'standing', 'grassy', 'brown', 'tall', 'dry']"
604,8,2,10,80.0,"['grass', 'outdoor', 'animal', 'field', 'mammal', 'antelope', 'standing', 'brown', 'grassy', 'open']"
2024,8,2,10,80.0,"['grass', 'outdoor', 'field', 'animal', 'mammal', 'brown', 'standing', 'grassy', 'dry', 'open']"
8215,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy']"
8274,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'lone']"
3334,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'standing', 'mammal', 'grassy', 'green']"
1874,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'dry', 'grassy']"
1238,8,2,10,80.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing']"
8943,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing']"
8517,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'dry', 'group', 'grassy']"
356,8,2,10,80.0,"['zebra', 'grass', 'outdoor', 'field', 'animal', 'sky', 'mammal', 'standing', 'grassy']"
1745,8,2,10,80.0,"['giraffe', 'outdoor', 'tree', 'grass', 'animal', 'field', 'standing', 'mammal', 'grassy', 'wild']"
3288,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'grazing', 'standing', 'grassy', 'green']"
3122,16,4,20,80.0,"['giraffe', 'grass', 'outdoor', 'animal', 'mammal', 'sky', 'field', 'standing', 'grassy', 'green']"
6734,8,2,10,80.0,"['zebra', 'grass', 'outdoor', 'animal', 'sky', 'tree', 'field', 'mammal', 'standing', 'group', 'grassy']"
3069,8,2,10,80.0,"['grass', 'outdoor', 'sky', 'zebra', 'animal', 'field', 'herd', 'group', 'grassy']"
3464,8,2,10,80.0,"['grass', 'outdoor', 'animal', 'bird', 'bird of prey', 'secretary bird', 'field']"
26,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'standing', 'open', 'grassy']"
389,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'ground', 'animal', 'field', 'mammal', 'standing']"
3088,8,2,10,80.0,"['grass', 'outdoor', 'giraffe', 'animal', 'mammal', 'tree', 'field']"
77,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'standing', 'mammal', 'looking', 'dry', 'open']"
6471,8,2,10,80.0,"['grass', 'outdoor', 'animal', 'field', 'mammal', 'zebra', 'open', 'grassy']"
3628,8,2,10,80.0,"['zebra', 'grass', 'animal', 'outdoor', 'mammal', 'field', 'standing']"
4259,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'open', 'grassy']"
3071,8,2,10,80.0,"['crocodilian reptile', 'water', 'animal', 'reptile', 'outdoor', 'swimming']"
3077,8,2,10,80.0,"['grass', 'outdoor', 'animal', 'mammal', 'tall', 'field', 'primate', 'monkey', 'grassy']"
2976,8,2,10,80.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'standing', 'field', 'dry', 'group']"
3248,8,2,10,80.0,"['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'tree', 'field', 'standing']"
3420,8,2,10,80.0,"['outdoor', 'grass', 'animal', 'bird']"
3316,8,2,10,80.0,"['grass', 'outdoor', 'animal', 'giraffe', 'field', 'mammal', 'green', 'grassy']"
370,8,2,10,80.0,"['giraffe', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'tree', 'field', 'standing', 'grassy']"
7032,8,2,10,80.0,"['outdoor', 'water', 'ground', 'animal', 'group', 'mammal']"
242,16,4,20,80.0,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'mammal', 'grassy', 'green']"
7432,8,2,10,80.0,"['grass', 'outdoor', 'field', 'animal', 'mammal', 'tall', 'grassy', 'open']"
8008,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal']"
358,8,2,10,80.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'zebra', 'standing', 'mammal', 'green', 'tall', 'grassy']"
7276,8,2,10,80.0,"['outdoor', 'tree', 'giraffe', 'grass', 'sky', 'animal', 'mammal', 'field', 'green', 'standing']"
8160,8,2,10,80.0,"['zebra', 'grass', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'dry', 'grassy', 'group']"
7638,8,2,10,80.0,"['outdoor', 'grass', 'animal', 'ground', 'laying', 'ostrich']"
3437,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'tree', 'standing', 'grassy']"
3478,8,2,10,80.0,"['grass', 'outdoor', 'field', 'sky', 'animal', 'cow', 'mammal', 'standing', 'grassy', 'green', 'pasture']"
6962,8,2,10,80.0,"['giraffe', 'outdoor', 'grass', 'sky', 'field', 'mammal', 'animal', 'standing', 'grassy', 'group', 'open', 'wild']"
2556,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'animal', 'tree', 'mammal', 'tall', 'field']"
5574,8,2,10,80.0,"['giraffe', 'tree', 'outdoor', 'sky', 'standing', 'eating', 'animal', 'leaf', 'mammal', 'tall']"
8627,8,2,10,80.0,"['outdoor', 'animal', 'grass', 'zebra', 'mammal', 'field', 'standing', 'green']"
1664,8,2,10,80.0,"['zebra', 'grass', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'herd', 'standing', 'group', 'dry', 'grassy']"
8746,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy']"
7532,16,4,20,80.0,"['bird', 'animal', 'aquatic bird', 'outdoor', 'water', 'stork', 'standing']"
1523,8,2,10,80.0,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'standing', 'mammal']"
1510,8,2,10,80.0,"['zebra', 'outdoor', 'animal', 'mammal', 'grass', 'ground', 'field', 'standing', 'group']"
4876,16,4,20,80.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'bovine', 'standing', 'mammal', 'grassy', 'tall', 'dry']"
146,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'field', 'sky', 'animal', 'mammal', 'dry', 'grassy', 'standing', 'open']"
878,8,2,10,80.0,"['zebra', 'grass', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'standing']"
5666,16,4,20,80.0,"['outdoor', 'zebra', 'grass', 'animal', 'mammal', 'field', 'standing']"
1331,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'grazing', 'standing', 'herd', 'group', 'grassy']"
1316,8,2,10,80.0,"['outdoor', 'grass', 'sky', 'animal', 'mammal', 'field', 'standing', 'grassy', 'sheep']"
1315,16,4,20,80.0,"['outdoor', 'sky', 'grass', 'giraffe', 'animal', 'field', 'mammal', 'standing', 'grassy']"
4873,8,2,10,80.0,"['grass', 'outdoor', 'animal', 'lizard', 'reptile']"
469,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'dry', 'standing', 'open', 'grassy']"
3485,16,4,20,80.0,"['outdoor', 'aquatic bird', 'bird', 'animal', 'beach', 'stork']"
2330,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy', 'dry']"
670,8,2,10,80.0,"['grass', 'outdoor', 'animal', 'mammal', 'field', 'sky', 'brown', 'tall', 'group', 'open', 'background', 'grassy']"
3136,8,2,10,80.0,"['grass', 'outdoor', 'giraffe', 'animal', 'mammal', 'field', 'grassy', 'walking']"
3484,8,2,10,80.0,"['outdoor', 'bird', 'aquatic bird', 'animal', 'water', 'ground', 'standing', 'beach', 'stork', 'rock']"
3455,16,4,20,80.0,"['grass', 'outdoor', 'field', 'animal', 'black', 'green', 'grassy']"
3349,8,2,10,80.0,"['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'field', 'standing', 'grassy']"
1741,8,2,10,80.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'dry', 'brown', 'tall', 'group', 'wild']"
385,8,2,10,80.0,"['grass', 'outdoor', 'animal', 'field', 'mammal', 'zebra', 'green', 'open', 'grassy']"
3365,8,2,10,80.0,"['grass', 'outdoor', 'animal', 'mammal', 'field', 'antelope', 'grassy']"
3089,8,2,10,80.0,"['grass', 'giraffe', 'outdoor', 'tree', 'animal', 'mammal', 'field', 'standing']"
3609,8,2,10,80.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy', 'open']"
212,8,2,10,80.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'grassy', 'open']"
360,39,10,49,79.59183673469387,"['grass', 'outdoor', 'sky', 'zebra', 'animal', 'field', 'mammal', 'standing', 'green', 'grassy']"
1300,15,4,19,78.94736842105263,"['grass', 'zebra', 'outdoor', 'sky', 'mammal', 'animal', 'field', 'herd', 'group', 'standing']"
2565,7,2,9,77.77777777777777,"['grass', 'outdoor', 'zebra', 'tree', 'animal', 'field', 'mammal', 'standing', 'dry', 'grassy']"
1609,7,2,9,77.77777777777777,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'standing', 'field', 'group', 'herd']"
3283,7,2,9,77.77777777777777,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']"
8127,7,2,9,77.77777777777777,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'group']"
1986,7,2,9,77.77777777777777,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'herd', 'group', 'wild']"
1769,7,2,9,77.77777777777777,"['zebra', 'outdoor', 'grass', 'ground', 'animal', 'mammal', 'field', 'standing']"
1823,7,2,9,77.77777777777777,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'dry', 'grassy', 'open']"
388,23,7,30,76.66666666666667,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'grazing', 'standing', 'grassy']"
7613,6,2,8,75.0,"['outdoor', 'grass', 'zebra', 'animal', 'mammal', 'standing', 'field']"
354,15,5,20,75.0,"['zebra', 'mammal', 'outdoor', 'tree', 'animal', 'standing', 'grass', 'field']"
5768,15,5,20,75.0,"['grass', 'outdoor', 'animal', 'mammal', 'rhinoceros', 'field', 'brown']"
1824,6,2,8,75.0,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'dry', 'grassy', 'open']"
1304,6,2,8,75.0,"['zebra', 'grass', 'outdoor', 'sky', 'mammal', 'animal', 'field', 'group', 'standing', 'herd', 'grassy']"
7772,15,5,20,75.0,"['grass', 'outdoor', 'zebra', 'sky', 'field', 'animal', 'standing', 'mammal', 'grassy', 'open']"
382,15,5,20,75.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy']"
1301,14,5,19,73.6842105263158,"['zebra', 'grass', 'outdoor', 'sky', 'ground', 'animal', 'mammal', 'standing', 'group', 'dirt']"
611,14,5,19,73.6842105263158,"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'open', 'grassy', 'green', 'zebra']"
3204,14,5,19,73.6842105263158,"['grass', 'outdoor', 'zebra', 'standing', 'animal', 'field', 'mammal']"
8351,36,13,49,73.46938775510205,"['giraffe', 'grass', 'outdoor', 'sky', 'field', 'mammal', 'animal', 'grassy', 'standing', 'walking', 'open', 'plain', 'dry', 'group']"
497,22,8,30,73.33333333333333,"['tree', 'outdoor', 'giraffe', 'sky', 'animal', 'mammal', 'green', 'field', 'standing']"
5009,22,8,30,73.33333333333333,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'sky', 'mammal', 'standing', 'open', 'grassy', 'dry']"
8330,22,8,30,73.33333333333333,"['tree', 'giraffe', 'outdoor', 'sky', 'animal', 'standing', 'mammal']"
8326,28,11,39,71.7948717948718,"['giraffe', 'outdoor', 'tree', 'grass', 'sky', 'animal', 'field', 'standing', 'mammal', 'green', 'grassy']"
2358,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'animal', 'herd', 'group', 'drinking']"
237,7,3,10,70.0,"['tree', 'outdoor', 'sky', 'animal', 'bird', 'bird of prey']"
2372,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'animal', 'sky', 'field', 'mammal', 'grassy', 'open']"
8181,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'group', 'open']"
2492,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'open']"
253,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']"
2603,7,3,10,70.0,"['grass', 'outdoor', 'giraffe', 'tree', 'sky', 'field', 'tall', 'standing', 'plant', 'grassy', 'group', 'wild']"
8139,7,3,10,70.0,"['grass', 'outdoor', 'ground', 'sky', 'road', 'animal', 'mammal', 'dirt', 'walking', 'path', 'zebra']"
2665,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'sky', 'animal', 'field', 'mammal', 'standing', 'dry', 'tall', 'grassy']"
8087,7,3,10,70.0,"['grass', 'outdoor', 'animal', 'field', 'mammal', 'sky', 'zebra', 'open', 'standing', 'grassy']"
7973,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'mammal', 'field', 'animal', 'tree', 'standing', 'grassy', 'group', 'wild']"
2943,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'field', 'sky', 'animal', 'mammal', 'standing', 'group', 'open', 'dry', 'grassy', 'plain']"
7949,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'animal', 'ground', 'mammal', 'field']"
3080,7,3,10,70.0,"['grass', 'outdoor', 'field', 'giraffe', 'animal', 'mammal', 'green', 'grassy']"
1836,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'dry', 'grassy', 'open']"
8449,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'dry', 'standing', 'open', 'grassy']"
7844,7,3,10,70.0,"['zebra', 'outdoor', 'tree', 'grass', 'sky', 'ground', 'animal', 'mammal', 'standing', 'dirt']"
8233,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'grassy']"
8236,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'lone']"
827,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'ground', 'mammal', 'animal', 'road', 'walking', 'dirt', 'mountain', 'path']"
76,14,6,20,70.0,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'dry', 'grassy']"
4888,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'tall', 'group', 'standing', 'grassy']"
3481,7,3,10,70.0,"['grass', 'outdoor', 'field', 'animal', 'mammal', 'tall', 'grassy', 'standing']"
4875,7,3,10,70.0,"['animal', 'reptile', 'grass', 'outdoor', 'lizard', 'ground']"
3976,7,3,10,70.0,"['zebra', 'ground', 'outdoor', 'animal', 'mammal', 'standing', 'dirt']"
353,21,9,30,70.0,"['zebra', 'outdoor', 'grass', 'tree', 'mammal', 'animal', 'standing', 'field']"
5675,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'grassy', 'group']"
999,7,3,10,70.0,"['grass', 'outdoor', 'sky', 'field', 'animal', 'tall', 'mammal', 'standing', 'grassy', 'big cat']"
18,7,3,10,70.0,"['grass', 'outdoor', 'animal', 'field', 'sky', 'mammal', 'giraffe', 'standing', 'grassy', 'open', 'tall']"
8271,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy', 'group']"
8388,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'animal', 'standing', 'field', 'mammal', 'dry', 'grassy']"
8352,28,12,40,70.0,"['giraffe', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'grassy', 'walking', 'standing', 'open', 'plain', 'group']"
197,7,3,10,70.0,"['grass', 'outdoor', 'rhinoceros', 'animal', 'sky', 'mammal', 'field', 'standing', 'grassy']"
1974,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'group']"
2005,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'herd', 'field', 'standing', 'group', 'wild']"
8295,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'standing', 'field', 'group', 'tall', 'mountain']"
829,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'mammal']"
8500,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'dry', 'grazing', 'standing', 'tall']"
928,7,3,10,70.0,"['giraffe', 'grass', 'outdoor', 'sky', 'field', 'standing', 'animal', 'mammal', 'grassy', 'open', 'walking', 'plain', 'dry', 'tall']"
1102,14,6,20,70.0,"['giraffe', 'outdoor', 'grass', 'sky', 'animal', 'standing', 'mammal', 'field', 'deer', 'tall', 'grassy']"
7764,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'animal', 'sky', 'mammal', 'field', 'standing', 'dry']"
1480,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'grassy', 'tall', 'open']"
8725,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'standing']"
7886,7,3,10,70.0,"['zebra', 'outdoor', 'grass', 'ground', 'mammal', 'tree', 'animal', 'standing', 'field', 'dirt']"
5094,7,3,10,70.0,"['grass', 'outdoor', 'tree', 'zebra', 'animal', 'standing', 'mammal', 'field']"
7698,7,3,10,70.0,"['outdoor', 'sky', 'giraffe', 'grass', 'field', 'mammal', 'herd', 'animal', 'group']"
3166,7,3,10,70.0,"['tree', 'giraffe', 'outdoor', 'sky', 'grass', 'animal', 'mammal', 'field', 'standing', 'green']"
3203,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'grazing', 'standing']"
7778,14,6,20,70.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'tall', 'grassy']"
1339,7,3,10,70.0,"['tree', 'outdoor', 'plant', 'forest']"
3138,7,3,10,70.0,"['grass', 'outdoor', 'tree', 'giraffe', 'sky', 'field', 'animal', 'green', 'standing', 'mammal', 'grassy']"
3312,14,6,20,70.0,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy']"
3314,7,3,10,70.0,"['grass', 'outdoor', 'giraffe', 'animal', 'mammal', 'sky', 'field', 'grassy', 'walking']"
7793,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'standing', 'grassy']"
3162,14,6,20,70.0,"['giraffe', 'grass', 'sky', 'outdoor', 'field', 'animal', 'mammal', 'grassy', 'standing', 'group', 'green']"
3152,7,3,10,70.0,"['grass', 'outdoor', 'giraffe', 'sky', 'tree', 'animal', 'mammal', 'field', 'standing', 'green', 'grassy']"
605,7,3,10,70.0,"['zebra', 'grass', 'outdoor', 'animal', 'mountain', 'mammal']"
141,14,6,20,70.0,"['zebra', 'grass', 'outdoor', 'tree', 'field', 'animal', 'sky', 'mammal', 'standing', 'grassy']"
1329,14,6,20,70.0,"['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'sky', 'field', 'standing', 'grassy']"
9239,14,6,20,70.0,"['zebra', 'grass', 'outdoor', 'animal', 'tree', 'mammal', 'field', 'standing', 'group']"
888,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'field', 'mammal', 'standing', 'grassy', 'dry', 'open']"
1117,7,3,10,70.0,"['grass', 'outdoor', 'field', 'animal', 'grazing', 'mammal', 'green']"
9175,7,3,10,70.0,"['giraffe', 'outdoor', 'grass', 'animal', 'sky', 'mammal', 'field']"
9059,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'tall', 'standing', 'grassy', 'brown', 'group', 'herd', 'dry', 'wild']"
9023,7,3,10,70.0,"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'dry', 'grassy', 'tall', 'open']"
8953,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'field', 'sky', 'animal', 'mammal', 'standing', 'tall', 'grassy', 'group']"
1240,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'sky', 'mammal', 'animal', 'field', 'standing', 'group', 'herd', 'tall']"
1257,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']"
8863,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'grassy', 'open']"
1313,7,3,10,70.0,"['grass', 'sky', 'outdoor', 'giraffe', 'field', 'standing', 'animal', 'mammal', 'grassy', 'open']"
8850,7,3,10,70.0,"['grass', 'zebra', 'outdoor', 'animal', 'sky', 'field', 'herd', 'mammal', 'group', 'grassy']"
